"행정구역","2018년_계_총인구수","2018년_계_연령구간인구수","2018년_계_0~9세","2018년_남_총인구수","2018년_남_연령구간인구수","2018년_남_0~9세","2018년_여_총인구수","2018년_여_연령구간인구수","2018년_여_0~9세","2019년_계_총인구수","2019년_계_연령구간인구수","2019년_계_0~9세","2019년_남_총인구수","2019년_남_연령구간인구수","2019년_남_0~9세","2019년_여_총인구수","2019년_여_연령구간인구수","2019년_여_0~9세","2020년_계_총인구수","2020년_계_연령구간인구수","2020년_계_0~9세","2020년_남_총인구수","2020년_남_연령구간인구수","2020년_남_0~9세","2020년_여_총인구수","2020년_여_연령구간인구수","2020년_여_0~9세"
"충청남도 서천군 (4477000000)","53,922","2,649","2,649","26,620","1,331","1,331","27,302","1,318","1,318","52,805","2,485","2,485","26,110","1,246","1,246","26,695","1,239","1,239","51,866","2,306","2,306","25,614","1,158","1,158","26,252","1,148","1,148"
"충청남도 청양군 (4479000000)","32,296","1,476","1,476","16,271","745","745","16,025","731","731","31,717","1,364","1,364","15,997","701","701","15,720","663","663","30,948","1,269","1,269","15,691","648","648","15,257","621","621"
"충청남도 홍성군 (4480000000)","101,082","8,457","8,457","50,244","4,367","4,367","50,838","4,090","4,090","100,423","8,033","8,033","49,931","4,162","4,162","50,492","3,871","3,871","100,102","7,716","7,716","49,796","4,012","4,012","50,306","3,704","3,704"
"충청남도 예산군 (4481000000)","80,083","4,053","4,053","40,171","2,087","2,087","39,912","1,966","1,966","79,238","3,918","3,918","39,806","2,026","2,026","39,432","1,892","1,892","78,084","3,631","3,631","39,156","1,891","1,891","38,928","1,740","1,740"
"충청남도 태안군 (4482500000)","63,238","3,483","3,483","31,959","1,764","1,764","31,279","1,719","1,719","62,743","3,285","3,285","31,715","1,653","1,653","31,028","1,632","1,632","62,214","3,103","3,103","31,371","1,528","1,528","30,843","1,575","1,575"
"전라북도  (4500000000)","1,836,832","143,990","143,990","913,297","73,944","73,944","923,535","70,046","70,046","1,818,917","137,083","137,083","904,110","70,300","70,300","914,807","66,783","66,783","1,804,104","128,692","128,692","896,874","66,002","66,002","907,230","62,690","62,690"
"전라북도 전주시 (4511000000)","651,091","57,289","57,289","320,576","29,374","29,374","330,515","27,915","27,915","654,394","56,268","56,268","322,236","28,787","28,787","332,158","27,481","27,481","657,432","54,217","54,217","323,542","27,783","27,783","333,890","26,434","26,434"
"전라북도 전주시 완산구 (4511100000)","345,065","27,368","27,368","168,181","14,073","14,073","176,884","13,295","13,295","338,839","25,622","25,622","165,180","13,203","13,203","173,659","12,419","12,419","339,718","24,846","24,846","165,413","12,785","12,785","174,305","12,061","12,061"
"전라북도 전주시 덕진구 (4511300000)","306,026","29,921","29,921","152,395","15,301","15,301","153,631","14,620","14,620","315,555","30,646","30,646","157,056","15,584","15,584","158,499","15,062","15,062","317,714","29,371","29,371","158,129","14,998","14,998","159,585","14,373","14,373"
"전라북도 전주시효자출장소 (4511800000)","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"전라북도 군산시 (4513000000)","272,645","24,015","24,015","137,897","12,245","12,245","134,748","11,770","11,770","270,131","22,577","22,577","136,421","11,495","11,495","133,710","11,082","11,082","267,859","20,951","20,951","135,332","10,663","10,663","132,527","10,288","10,288"
"전라북도 익산시 (4514000000)","294,062","22,504","22,504","146,494","11,476","11,476","147,568","11,028","11,028","287,771","20,933","20,933","143,392","10,682","10,682","144,379","10,251","10,251","282,276","19,166","19,166","140,573","9,812","9,812","141,703","9,354","9,354"
"전라북도 익산시함열출장소 (4514500000)","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"전라북도 정읍시 (4518000000)","112,169","7,310","7,310","55,529","3,800","3,800","56,640","3,510","3,510","110,541","6,903","6,903","54,736","3,557","3,557","55,805","3,346","3,346","108,508","6,370","6,370","53,791","3,266","3,266","54,717","3,104","3,104"
"전라북도 남원시 (4519000000)","82,554","5,556","5,556","40,508","2,947","2,947","42,046","2,609","2,609","81,441","5,299","5,299","39,884","2,794","2,794","41,557","2,505","2,505","80,662","5,011","5,011","39,560","2,657","2,657","41,102","2,354","2,354"
"전라북도 김제시 (4521000000)","85,331","5,089","5,089","42,357","2,617","2,617","42,974","2,472","2,472","83,895","4,718","4,718","41,624","2,440","2,440","42,271","2,278","2,278","82,450","4,307","4,307","40,844","2,228","2,228","41,606","2,079","2,079"
"전라북도 완주군 (4571000000)","94,444","8,446","8,446","48,457","4,296","4,296","45,987","4,150","4,150","92,220","7,601","7,601","47,290","3,842","3,842","44,930","3,759","3,759","91,609","6,911","6,911","47,077","3,476","3,476","44,532","3,435","3,435"
"전라북도 진안군 (4572000000)","25,963","1,502","1,502","13,030","754","754","12,933","748","748","25,697","1,398","1,398","12,966","700","700","12,731","698","698","25,394","1,276","1,276","12,832","626","626","12,562","650","650"
"전라북도 무주군 (4573000000)","24,589","1,397","1,397","12,209","733","733","12,380","664","664","24,303","1,273","1,273","12,090","681","681","12,213","592","592","24,036","1,212","1,212","11,959","639","639","12,077","573","573"
"전라북도 장수군 (4574000000)","23,221","1,356","1,356","11,533","711","711","11,688","645","645","22,441","1,238","1,238","11,165","638","638","11,276","600","600","22,085","1,156","1,156","11,000","599","599","11,085","557","557"
"전라북도 임실군 (4575000000)","30,072","1,699","1,699","15,288","896","896","14,784","803","803","28,902","1,525","1,525","14,659","814","814","14,243","711","711","27,314","1,343","1,343","13,966","715","715","13,348","628","628"
"전라북도 순창군 (4577000000)","29,209","1,843","1,843","14,156","961","961","15,053","882","882","28,382","1,686","1,686","13,756","879","879","14,626","807","807","27,810","1,521","1,521","13,520","777","777","14,290","744","744"
"전라북도 고창군 (4579000000)","57,041","3,054","3,054","28,215","1,598","1,598","28,826","1,456","1,456","55,504","2,895","2,895","27,418","1,540","1,540","28,086","1,355","1,355","54,529","2,690","2,690","26,964","1,420","1,420","27,565","1,270","1,270"
"전라북도 부안군 (4580000000)","54,441","2,930","2,930","27,048","1,536","1,536","27,393","1,394","1,394","53,295","2,769","2,769","26,473","1,451","1,451","26,822","1,318","1,318","52,140","2,561","2,561","25,914","1,341","1,341","26,226","1,220","1,220"
"전라남도  (4600000000)","1,882,970","145,246","145,246","943,000","74,202","74,202","939,970","71,044","71,044","1,868,745","139,429","139,429","937,674","71,185","71,185","931,071","68,244","68,244","1,851,549","132,202","132,202","930,615","67,356","67,356","920,934","64,846","64,846"
"전라남도 목포시 (4611000000)","232,327","21,375","21,375","115,729","10,961","10,961","116,598","10,414","10,414","229,861","20,305","20,305","114,565","10,439","10,439","115,296","9,866","9,866","224,044","18,295","18,295","111,578","9,425","9,425","112,466","8,870","8,870"
"전라남도 여수시 (4613000000)","283,300","22,967","22,967","143,802","11,672","11,672","139,498","11,295","11,295","282,786","22,067","22,067","143,791","11,221","11,221","138,995","10,846","10,846","280,242","20,942","20,942","142,995","10,639","10,639","137,247","10,303","10,303"
"전라남도 순천시 (4615000000)","279,389","24,706","24,706","139,114","12,740","12,740","140,275","11,966","11,966","279,598","24,238","24,238","139,324","12,514","12,514","140,274","11,724","11,724","282,189","23,528","23,528","140,772","12,067","12,067","141,417","11,461","11,461"
"전라남도 나주시 (4617000000)","113,839","10,530","10,530","57,274","5,395","5,395","56,565","5,135","5,135","114,664","10,328","10,328","57,668","5,259","5,259","56,996","5,069","5,069","115,613","10,133","10,133","58,194","5,155","5,155","57,419","4,978","4,978"
"전라남도 광양시 (4623000000)","156,564","14,931","14,931","80,972","7,656","7,656","75,592","7,275","7,275","156,750","14,410","14,410","81,365","7,345","7,345","75,385","7,065","7,065","151,769","13,388","13,388","79,144","6,797","6,797","72,625","6,591","6,591"
"전라남도 담양군 (4671000000)","46,917","2,579","2,579","23,683","1,287","1,287","23,234","1,292","1,292","46,535","2,416","2,416","23,719","1,211","1,211","22,816","1,205","1,205","46,280","2,345","2,345","23,502","1,177","1,177","22,778","1,168","1,168"
"전라남도 곡성군 (4672000000)","29,624","1,369","1,369","14,417","690","690","15,207","679","679","28,887","1,220","1,220","14,114","620","620","14,773","600","600","28,039","1,085","1,085","13,707","556","556","14,332","529","529"
"전라남도 구례군 (4673000000)","27,117","1,355","1,355","13,191","672","672","13,926","683","683","26,563","1,252","1,252","12,924","614","614","13,639","638","638","25,719","1,141","1,141","12,519","563","563","13,200","578","578"
"전라남도 고흥군 (4677000000)","65,777","2,783","2,783","31,783","1,397","1,397","33,994","1,386","1,386","64,913","2,678","2,678","31,445","1,338","1,338","33,468","1,340","1,340","63,922","2,619","2,619","31,051","1,305","1,305","32,871","1,314","1,314"
"전라남도 보성군 (4678000000)","42,803","2,175","2,175","20,725","1,112","1,112","22,078","1,063","1,063","41,420","1,939","1,939","20,063","995","995","21,357","944","944","40,482","1,759","1,759","19,719","925","925","20,763","834","834"
"전라남도 화순군 (4679000000)","63,933","3,902","3,902","31,488","1,992","1,992","32,445","1,910","1,910","62,737","3,668","3,668","31,061","1,873","1,873","31,676","1,795","1,795","62,522","3,490","3,490","30,906","1,771","1,771","31,616","1,719","1,719"
"전라남도 장흥군 (4680000000)","39,312","2,146","2,146","19,085","1,118","1,118","20,227","1,028","1,028","38,563","2,095","2,095","18,690","1,077","1,077","19,873","1,018","1,018","37,800","2,014","2,014","18,381","1,033","1,033","19,419","981","981"
"전라남도 강진군 (4681000000)","36,144","2,070","2,070","17,350","1,039","1,039","18,794","1,031","1,031","35,286","1,949","1,949","16,944","981","981","18,342","968","968","34,597","1,775","1,775","16,715","875","875","17,882","900","900"
"전라남도 해남군 (4682000000)","71,901","4,718","4,718","35,253","2,351","2,351","36,648","2,367","2,367","70,354","4,390","4,390","34,642","2,215","2,215","35,712","2,175","2,175","68,806","4,004","4,004","33,975","2,012","2,012","34,831","1,992","1,992"
"전라남도 영암군 (4683000000)","54,731","4,144","4,144","28,118","2,123","2,123","26,613","2,021","2,021","54,593","3,955","3,955","28,027","1,997","1,997","26,566","1,958","1,958","53,699","3,539","3,539","27,595","1,769","1,769","26,104","1,770","1,770"
"전라남도 무안군 (4684000000)","81,991","7,631","7,631","41,104","3,890","3,890","40,887","3,741","3,741","81,105","7,234","7,234","40,659","3,680","3,680","40,446","3,554","3,554","86,132","7,795","7,795","43,254","4,009","4,009","42,878","3,786","3,786"
"전라남도 함평군 (4686000000)","33,420","1,644","1,644","16,642","874","874","16,778","770","770","32,861","1,503","1,503","16,404","783","783","16,457","720","720","32,050","1,387","1,387","16,062","721","721","15,988","666","666"
"전라남도 영광군 (4687000000)","54,127","3,726","3,726","27,000","1,890","1,890","27,127","1,836","1,836","53,852","3,795","3,795","26,828","1,928","1,928","27,024","1,867","1,867","53,099","3,765","3,765","26,468","1,926","1,926","26,631","1,839","1,839"
"전라남도 장성군 (4688000000)","45,795","3,250","3,250","23,205","1,640","1,640","22,590","1,610","1,610","45,739","3,090","3,090","23,489","1,567","1,567","22,250","1,523","1,523","44,464","2,781","2,781","22,781","1,403","1,403","21,683","1,378","1,378"
"전라남도 완도군 (4689000000)","51,477","3,510","3,510","25,822","1,803","1,803","25,655","1,707","1,707","50,689","3,356","3,356","25,457","1,732","1,732","25,232","1,624","1,624","49,916","3,153","3,153","25,099","1,624","1,624","24,817","1,529","1,529"
"전라남도 진도군 (4690000000)","31,219","1,879","1,879","15,328","935","935","15,891","944","944","30,715","1,808","1,808","15,093","888","888","15,622","920","920","31,227","1,704","1,704","15,429","809","809","15,798","895","895"
"전라남도 신안군 (4691000000)","41,263","1,856","1,856","21,915","965","965","19,348","891","891","40,274","1,733","1,733","21,402","908","908","18,872","825","825","38,938","1,560","1,560","20,769","795","795","18,169","765","765"
"경상북도  (4700000000)","2,676,831","207,609","207,609","1,346,689","107,358","107,358","1,330,142","100,251","100,251","2,665,836","200,184","200,184","1,342,037","103,223","103,223","1,323,799","96,961","96,961","2,639,422","189,561","189,561","1,329,211","97,729","97,729","1,310,211","91,832","91,832"
"경상북도 포항시 (4711000000)","510,013","43,445","43,445","257,789","22,656","22,656","252,224","20,789","20,789","507,025","41,886","41,886","256,140","21,707","21,707","250,885","20,179","20,179","502,916","39,673","39,673","254,222","20,600","20,600","248,694","19,073","19,073"
"경상북도 포항시 남구 (4711100000)","239,400","20,221","20,221","123,222","10,549","10,549","116,178","9,672","9,672","235,633","19,001","19,001","121,261","9,830","9,830","114,372","9,171","9,171","230,422","17,468","17,468","118,767","9,048","9,048","111,655","8,420","8,420"
"경상북도 포항시 북구 (4711300000)","270,613","23,224","23,224","134,567","12,107","12,107","136,046","11,117","11,117","271,392","22,885","22,885","134,879","11,877","11,877","136,513","11,008","11,008","272,494","22,205","22,205","135,455","11,552","11,552","137,039","10,653","10,653"
"경상북도 경주시 (4713000000)","256,864","17,582","17,582","128,802","9,000","9,000","128,062","8,582","8,582","255,402","16,942","16,942","127,928","8,642","8,642","127,474","8,300","8,300","253,502","16,196","16,196","126,911","8,296","8,296","126,591","7,900","7,900"
"경상북도 김천시 (4715000000)","141,104","11,254","11,254","70,663","5,804","5,804","70,441","5,450","5,450","141,229","10,992","10,992","70,743","5,659","5,659","70,486","5,333","5,333","140,548","10,437","10,437","70,525","5,416","5,416","70,023","5,021","5,021"
"경상북도 안동시 (4717000000)","162,180","11,822","11,822","80,204","6,199","6,199","81,976","5,623","5,623","160,052","11,208","11,208","79,239","5,900","5,900","80,813","5,308","5,308","158,907","10,643","10,643","78,661","5,582","5,582","80,246","5,061","5,061"
"경상북도 구미시 (4719000000)","421,494","44,869","44,869","215,863","23,196","23,196","205,631","21,673","21,673","419,742","43,510","43,510","215,208","22,462","22,462","204,534","21,048","21,048","416,328","41,366","41,366","213,720","21,312","21,312","202,608","20,054","20,054"
"경상북도 영주시 (4721000000)","106,801","7,035","7,035","52,941","3,624","3,624","53,860","3,411","3,411","105,067","6,595","6,595","52,060","3,415","3,415","53,007","3,180","3,180","103,119","6,100","6,100","51,070","3,153","3,153","52,049","2,947","2,947"
"경상북도 영천시 (4723000000)","101,595","5,880","5,880","51,453","3,017","3,017","50,142","2,863","2,863","102,470","5,915","5,915","52,100","3,008","3,008","50,370","2,907","2,907","102,015","5,699","5,699","51,812","2,888","2,888","50,203","2,811","2,811"
"경상북도 상주시 (4725000000)","100,297","5,740","5,740","49,046","3,002","3,002","51,251","2,738","2,738","100,688","5,451","5,451","49,378","2,820","2,820","51,310","2,631","2,631","97,228","5,200","5,200","47,634","2,688","2,688","49,594","2,512","2,512"
"경상북도 문경시 (4728000000)","71,874","4,309","4,309","35,174","2,258","2,258","36,700","2,051","2,051","72,242","4,178","4,178","35,391","2,184","2,184","36,851","1,994","1,994","71,406","4,072","4,072","35,000","2,115","2,115","36,406","1,957","1,957"
"경상북도 경산시 (4729000000)","261,093","22,362","22,362","131,537","11,412","11,412","129,556","10,950","10,950","263,185","21,681","21,681","132,616","11,072","11,072","130,569","10,609","10,609","263,728","20,476","20,476","132,805","10,441","10,441","130,923","10,035","10,035"
"경상북도 군위군 (4772000000)","23,919","792","792","12,188","430","430","11,731","362","362","23,843","751","751","12,166","401","401","11,677","350","350","23,256","681","681","11,892","370","370","11,364","311","311"
"경상북도 의성군 (4773000000)","52,944","2,030","2,030","25,838","1,049","1,049","27,106","981","981","52,595","2,025","2,025","25,720","1,051","1,051","26,875","974","974","51,724","1,911","1,911","25,265","1,002","1,002","26,459","909","909"
"경상북도 청송군 (4775000000)","25,678","1,102","1,102","12,762","554","554","12,916","548","548","25,416","1,048","1,048","12,694","545","545","12,722","503","503","25,044","979","979","12,482","503","503","12,562","476","476"
"경상북도 영양군 (4776000000)","17,356","822","822","8,567","443","443","8,789","379","379","16,993","799","799","8,419","419","419","8,574","380","380","16,692","726","726","8,263","385","385","8,429","341","341"
"경상북도 영덕군 (4777000000)","38,108","1,915","1,915","18,103","963","963","20,005","952","952","37,361","1,849","1,849","17,777","941","941","19,584","908","908","36,313","1,675","1,675","17,197","831","831","19,116","844","844"
"경상북도 청도군 (4782000000)","43,057","1,640","1,640","21,117","838","838","21,940","802","802","42,910","1,600","1,600","21,065","830","830","21,845","770","770","42,263","1,526","1,526","20,775","779","779","21,488","747","747"
"경상북도 고령군 (4783000000)","32,969","1,809","1,809","16,818","924","924","16,151","885","885","32,373","1,623","1,623","16,548","819","819","15,825","804","804","31,361","1,418","1,418","16,074","728","728","15,287","690","690"
"경상북도 성주군 (4784000000)","44,672","2,212","2,212","23,011","1,122","1,122","21,661","1,090","1,090","44,015","2,015","2,015","22,716","1,003","1,003","21,299","1,012","1,012","43,414","1,910","1,910","22,473","965","965","20,941","945","945"
"경상북도 칠곡군 (4785000000)","118,828","11,277","11,277","61,923","5,867","5,867","56,905","5,410","5,410","117,047","10,468","10,468","61,063","5,425","5,425","55,984","5,043","5,043","114,758","9,524","9,524","59,828","4,901","4,901","54,930","4,623","4,623"
"경상북도 예천군 (4790000000)","53,274","4,383","4,383","26,170","2,227","2,227","27,104","2,156","2,156","55,100","4,621","4,621","27,032","2,329","2,329","28,068","2,292","2,292","55,613","4,639","4,639","27,352","2,364","2,364","28,261","2,275","2,275"
"경상북도 봉화군 (4792000000)","32,843","1,674","1,674","16,409","895","895","16,434","779","779","32,150","1,532","1,532","16,146","815","815","16,004","717","717","31,494","1,385","1,385","15,853","713","713","15,641","672","672"
"경상북도 울진군 (4793000000)","50,036","3,187","3,187","24,983","1,633","1,633","25,053","1,554","1,554","49,314","3,034","3,034","24,658","1,540","1,540","24,656","1,494","1,494","48,716","2,933","2,933","24,441","1,494","1,494","24,275","1,439","1,439"
"경상북도 울릉군 (4794000000)","9,832","468","468","5,328","245","245","4,504","223","223","9,617","461","461","5,230","236","236","4,387","225","225","9,077","392","392","4,956","203","203","4,121","189","189"
"경상남도  (4800000000)","3,373,988","296,642","296,642","1,697,412","152,735","152,735","1,676,576","143,907","143,907","3,362,553","285,500","285,500","1,692,032","146,864","146,864","1,670,521","138,636","138,636","3,340,216","268,766","268,766","1,681,423","138,139","138,139","1,658,793","130,627","130,627"
"경상남도 창원시 (4812000000)","1,053,601","91,545","91,545","534,119","47,312","47,312","519,482","44,233","44,233","1,044,740","87,828","87,828","529,262","45,464","45,464","515,478","42,364","42,364","1,036,738","83,470","83,470","525,278","43,093","43,093","511,460","40,377","40,377"
"경상남도 창원시 의창구 (4812100000)","252,896","21,342","21,342","128,759","10,999","10,999","124,137","10,343","10,343","258,582","21,618","21,618","131,544","11,150","11,150","127,038","10,468","10,468","262,408","21,491","21,491","133,544","11,042","11,042","128,864","10,449","10,449"
"경상남도 창원시 성산구 (4812300000)","227,337","19,080","19,080","116,199","9,790","9,790","111,138","9,290","9,290","220,945","17,985","17,985","112,865","9,200","9,200","108,080","8,785","8,785","214,570","16,557","16,557","109,642","8,491","8,491","104,928","8,066","8,066"
"경상남도 창원시 마산합포구 (4812500000)","180,535","13,908","13,908","89,925","7,205","7,205","90,610","6,703","6,703","177,784","13,294","13,294","88,457","6,921","6,921","89,327","6,373","6,373","175,716","12,639","12,639","87,418","6,578","6,578","88,298","6,061","6,061"
"경상남도 창원시 마산회원구 (4812700000)","199,457","15,387","15,387","100,512","8,022","8,022","98,945","7,365","7,365","193,807","14,165","14,165","97,453","7,384","7,384","96,354","6,781","6,781","191,289","13,406","13,406","95,938","6,921","6,921","95,351","6,485","6,485"
"경상남도 창원시 진해구 (4812900000)","193,376","21,828","21,828","98,724","11,296","11,296","94,652","10,532","10,532","193,622","20,766","20,766","98,943","10,809","10,809","94,679","9,957","9,957","192,755","19,377","19,377","98,736","10,061","10,061","94,019","9,316","9,316"
"경상남도 진주시 (4817000000)","345,987","29,994","29,994","171,321","15,702","15,702","174,666","14,292","14,292","347,334","29,583","29,583","171,834","15,396","15,396","175,500","14,187","14,187","348,096","28,396","28,396","172,107","14,731","14,731","175,989","13,665","13,665"
"경상남도 통영시 (4822000000)","133,720","11,854","11,854","67,303","6,064","6,064","66,417","5,790","5,790","131,404","10,852","10,852","66,053","5,468","5,468","65,351","5,384","5,384","128,293","9,660","9,660","64,502","4,854","4,854","63,791","4,806","4,806"
"경상남도 사천시 (4824000000)","113,888","9,597","9,597","57,394","4,939","4,939","56,494","4,658","4,658","111,925","8,779","8,779","56,451","4,545","4,545","55,474","4,234","4,234","111,105","8,130","8,130","56,010","4,231","4,231","55,095","3,899","3,899"
"경상남도 사천남양출장소 (4824500000)","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"경상남도 김해시 (4825000000)","533,672","52,453","52,453","269,736","26,695","26,695","263,936","25,758","25,758","542,455","52,118","52,118","274,336","26,542","26,542","268,119","25,576","25,576","542,338","49,309","49,309","274,313","25,138","25,138","268,025","24,171","24,171"
"경상남도 장유출장소 (4825200000)","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"경상남도 밀양시 (4827000000)","106,744","6,212","6,212","52,161","3,168","3,168","54,583","3,044","3,044","105,552","5,936","5,936","51,618","3,006","3,006","53,934","2,930","2,930","104,831","5,620","5,620","51,356","2,856","2,856","53,475","2,764","2,764"
"경상남도 거제시 (4831000000)","250,516","30,656","30,656","131,003","15,798","15,798","119,513","14,858","14,858","248,276","28,840","28,840","130,141","14,871","14,871","118,135","13,969","13,969","245,754","26,716","26,716","128,978","13,823","13,823","116,776","12,893","12,893"
"경상남도 양산시 (4833000000)","348,639","37,299","37,299","175,184","19,101","19,101","173,455","18,198","18,198","350,759","36,334","36,334","176,114","18,584","18,584","174,645","17,750","17,750","352,229","34,597","34,597","176,641","17,680","17,680","175,588","16,917","16,917"
"경상남도 양산시웅상출장소 (4833200000)","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"경상남도 의령군 (4872000000)","27,667","1,278","1,278","13,418","678","678","14,249","600","600","27,168","1,156","1,156","13,242","592","592","13,926","564","564","26,800","1,074","1,074","13,140","548","548","13,660","526","526"
"경상남도 함안군 (4873000000)","67,025","5,053","5,053","33,923","2,548","2,548","33,102","2,505","2,505","65,700","4,618","4,618","33,203","2,303","2,303","32,497","2,315","2,315","64,182","4,098","4,098","32,561","2,047","2,047","31,621","2,051","2,051"
"경상남도 창녕군 (4874000000)","63,396","3,715","3,715","31,495","1,928","1,928","31,901","1,787","1,787","62,331","3,594","3,594","31,015","1,865","1,865","31,316","1,729","1,729","61,301","3,213","3,213","30,452","1,670","1,670","30,849","1,543","1,543"
"경상남도 고성군 (4882000000)","53,243","3,149","3,149","26,675","1,593","1,593","26,568","1,556","1,556","52,276","2,901","2,901","26,208","1,478","1,478","26,068","1,423","1,423","51,361","2,570","2,570","25,760","1,301","1,301","25,601","1,269","1,269"
"경상남도 남해군 (4884000000)","43,990","1,755","1,755","21,044","943","943","22,946","812","812","43,622","1,675","1,675","20,988","893","893","22,634","782","782","42,958","1,591","1,591","20,707","841","841","22,251","750","750"
"경상남도 하동군 (4885000000)","47,533","2,231","2,231","23,534","1,152","1,152","23,999","1,079","1,079","46,574","2,117","2,117","23,149","1,113","1,113","23,425","1,004","1,004","44,785","1,829","1,829","22,364","954","954","22,421","875","875"
"경상남도 산청군 (4886000000)","35,952","1,673","1,673","17,589","886","886","18,363","787","787","35,417","1,523","1,523","17,321","807","807","18,096","716","716","34,857","1,329","1,329","17,110","697","697","17,747","632","632"
"경상남도 함양군 (4887000000)","40,044","2,091","2,091","19,172","1,060","1,060","20,872","1,031","1,031","39,637","1,943","1,943","19,097","990","990","20,540","953","953","39,080","1,804","1,804","18,853","903","903","20,227","901","901"
"경상남도 거창군 (4888000000)","62,455","4,261","4,261","30,340","2,214","2,214","32,115","2,047","2,047","62,179","3,991","3,991","30,345","2,065","2,065","31,834","1,926","1,926","61,502","3,761","3,761","30,082","1,940","1,940","31,420","1,821","1,821"
"경상남도 합천군 (4889000000)","45,916","1,826","1,826","22,001","954","954","23,915","872","872","45,204","1,712","1,712","21,655","882","882","23,549","830","830","44,006","1,599","1,599","21,209","832","832","22,797","767","767"
"제주특별자치도  (5000000000)","667,191","63,719","63,719","335,719","32,824","32,824","331,472","30,895","30,895","670,989","62,286","62,286","337,345","32,032","32,032","333,644","30,254","30,254","674,635","60,297","60,297","338,609","30,968","30,968","336,026","29,329","29,329"
"제주특별자치도 제주시 (5011000000)","485,946","48,277","48,277","243,974","24,894","24,894","241,972","23,383","23,383","489,405","47,172","47,172","245,533","24,285","24,285","243,872","22,887","22,887","492,466","45,724","45,724","246,588","23,476","23,476","245,878","22,248","22,248"
"제주특별자치도 서귀포시 (5013000000)","181,245","15,442","15,442","91,745","7,930","7,930","89,500","7,512","7,512","181,584","15,114","15,114","91,812","7,747","7,747","89,772","7,367","7,367","182,169","14,573","14,573","92,021","7,492","7,492","90,148","7,081","7,081"
