사용일,라인,역명,승차,하차
20210702,중앙선,양정,858,772
20210702,중앙선,덕소,6070,6117
20210702,중앙선,도심,2668,2091
20210702,중앙선,팔당,1011,1026
20210702,중앙선,운길산,809,753
20210702,중앙선,양수,2206,2290
20210702,중앙선,신원,208,179
20210702,중앙선,국수,791,776
20210702,중앙선,아신,549,595
20210702,중앙선,오빈,286,296
20210702,중앙선,양평,2928,3133
20210702,중앙선,원덕,334,380
20210702,중앙선,용문,1956,2242
20210702,중앙선,지평,77,94
20210703,1호선,서울역,26929,27300
20210703,1호선,동묘앞,8612,8737
20210703,1호선,시청,8587,8957
20210703,1호선,종각,18584,18138
20210703,1호선,종로3가,17048,17680
20210703,1호선,종로5가,20945,17892
20210703,1호선,동대문,10108,9211
20210703,1호선,신설동,8496,8155
20210703,1호선,제기동,13458,13922
20210703,1호선,청량리(서울시립대입구),16378,16707
20210703,2호선,시청,7643,6711
20210703,2호선,을지로입구,18841,18362
20210703,2호선,을지로3가,10914,10338
20210703,2호선,을지로4가,6881,6436
20210703,2호선,동대문역사문화공원(DDP),9090,9893
20210703,2호선,신당,9586,10286
20210703,2호선,상왕십리,8716,8413
20210703,2호선,왕십리(성동구청),12064,10221
20210703,2호선,한양대,3732,3754
20210703,2호선,뚝섬,11250,11605
20210703,2호선,성수,16274,17469
20210703,2호선,건대입구,29728,30857
20210703,2호선,구의(광진구청),14649,14572
20210703,2호선,강변(동서울터미널),23487,23930
20210703,2호선,잠실나루,6579,6550
20210703,2호선,잠실(송파구청),55559,52978
20210703,2호선,잠실새내,15776,16214
20210703,2호선,종합운동장,4706,5350
20210703,2호선,삼성(무역센터),32266,31844
20210703,2호선,선릉,22319,19997
20210703,2호선,역삼,16790,17932
20210703,2호선,강남,55661,54163
20210703,2호선,교대(법원.검찰청),15555,17585
20210703,2호선,서초,9028,7448
20210703,2호선,방배,8614,8954
20210703,2호선,사당,25634,28121
20210703,2호선,낙성대(강감찬),19118,17917
20210703,2호선,서울대입구(관악구청),34603,32914
20210703,2호선,봉천,15326,14389
20210703,2호선,신림,44788,43185
20210703,2호선,신대방,17904,17745
20210703,2호선,구로디지털단지,30190,30140
20210703,2호선,대림(구로구청),16211,17306
20210703,2호선,신도림,36956,36789
20210703,2호선,문래,10878,11533
20210703,2호선,영등포구청,11411,11851
20210703,2호선,당산,11041,12051
20210703,2호선,합정,23263,24901
20210703,2호선,홍대입구,45187,45330
20210703,2호선,신촌,27477,27650
20210703,2호선,이대,8985,9687
20210703,2호선,아현,6876,6749
20210703,2호선,충정로(경기대입구),5377,5761
20210703,2호선,용답,1843,1891
20210703,2호선,신답,891,951
20210703,2호선,신설동,2799,2584
20210703,2호선,도림천,776,841
20210703,2호선,양천구청,4001,4161
20210703,2호선,신정네거리,6572,6771
20210703,2호선,용두(동대문구청),1617,1621
20210703,3호선,지축,2527,2401
20210703,3호선,구파발,13396,13515
20210703,3호선,연신내,26811,24925
20210703,3호선,불광,11765,13207
20210703,3호선,녹번,9259,8310
20210703,3호선,홍제,11899,11430
20210703,3호선,무악재,2387,2431
20210703,3호선,독립문,4880,5267
20210703,3호선,경복궁(정부서울청사),13491,13114
20210703,3호선,안국,12556,12904
20210703,3호선,종로3가,4775,7246
20210703,3호선,을지로3가,6030,6088
20210703,3호선,동대입구,4763,5107
20210703,3호선,약수,8361,8035
20210703,3호선,금호,5330,4940
20210703,3호선,옥수,6282,6538
20210703,3호선,압구정,24090,24681
20210703,3호선,신사,22009,22038
20210703,3호선,잠원,2988,2993
20210703,3호선,고속터미널,44159,45040
20210703,3호선,교대(법원.검찰청),6235,3739
20210703,3호선,남부터미널(예술의전당),18164,18480
20210703,3호선,양재(서초구청),19498,20584
20210703,3호선,매봉,5691,5471
20210703,3호선,도곡,3227,3193
20210703,3호선,대치,7491,6930
20210703,3호선,학여울,1751,1733
20210703,3호선,대청,5212,4862
20210703,3호선,일원,4297,4399
20210703,3호선,수서,11900,12263
20210703,3호선,가락시장,5521,5239
20210703,3호선,경찰병원,3699,3594
20210703,3호선,오금,3311,3014
20210703,4호선,수유(강북구청),23476,23136
20210703,4호선,미아(서울사이버대학),9775,9375
20210703,4호선,미아사거리,19737,19277
20210703,4호선,길음,12352,12050
20210703,4호선,성신여대입구(돈암),14686,14202
20210703,4호선,한성대입구(삼선교),9435,9194
20210703,4호선,혜화,24036,24220
20210703,4호선,동대문,13055,12730
20210703,4호선,동대문역사문화공원(DDP),10278,8803
20210703,4호선,충무로,11350,11604
20210703,4호선,명동,10773,12428
20210703,4호선,회현(남대문시장),16357,16422
20210703,4호선,서울역,4692,10254
20210703,4호선,숙대입구(갈월),7842,7620
20210703,4호선,삼각지,2859,3640
20210703,4호선,신용산,8521,9482
20210703,4호선,이촌(국립중앙박물관),5935,6434
20210703,4호선,동작(현충원),1443,1506
20210703,4호선,총신대입구(이수),13055,14072
20210703,4호선,사당,18344,15313
20210703,4호선,남태령,1003,685
20210703,4호선,당고개,9038,8613
20210703,4호선,상계,12400,11756
20210703,4호선,노원,14767,15595
20210703,4호선,창동,17045,18277
20210703,4호선,쌍문,19013,17438
20210703,5호선,방화,4182,4011
20210703,5호선,개화산,3337,3259
20210703,5호선,김포공항,7285,7218
20210703,5호선,송정,4568,4516
20210703,5호선,마곡,4705,4760
20210703,5호선,발산,12137,12670
20210703,5호선,우장산,8371,8611
20210703,5호선,화곡,17964,16659
20210703,5호선,까치산,18924,18455
20210703,5호선,신정(은행정),8133,7302
20210703,5호선,목동,10210,10410
20210703,5호선,오목교(목동운동장앞),14932,15209
20210703,5호선,양평,3451,3306
20210703,5호선,영등포구청,1951,1794
20210703,5호선,영등포시장,6741,6726
20210703,5호선,신길,2563,2550
20210703,5호선,여의도,14019,12739
20210703,5호선,여의나루,5190,8390
20210703,5호선,마포,7573,7100
20210703,5호선,공덕,7308,7366
20210703,5호선,애오개,3622,3554
20210703,5호선,충정로(경기대입구),2061,1912
20210703,5호선,서대문,6734,6467
20210703,5호선,광화문(세종문화회관),13099,13885
20210703,5호선,종로3가,9371,9355
20210703,5호선,을지로4가,3587,3955
20210703,5호선,동대문역사문화공원(DDP),933,1163
20210703,5호선,청구,2292,2246
20210703,5호선,신금호,3542,3745
20210703,5호선,행당,5016,4437
20210703,5호선,왕십리(성동구청),3234,3640
20210703,5호선,마장,3534,3478
20210703,5호선,답십리,9409,8739
20210703,5호선,장한평,10095,10034
20210703,5호선,군자(능동),7722,8502
20210703,5호선,아차산(어린이대공원후문),10588,10213
20210703,5호선,광나루(장신대),8547,8384
20210703,5호선,천호(풍납토성),14934,13898
20210703,5호선,강동,11245,10823
20210703,5호선,길동,5592,5733
20210703,5호선,굽은다리(강동구민회관앞),6571,6262
20210703,5호선,명일,5490,5411
20210703,5호선,고덕,5661,5557
20210703,5호선,상일동,8783,8544
20210703,5호선,둔촌동,5841,5792
20210703,5호선,올림픽공원(한국체대),4512,4080
20210703,5호선,방이,4454,4505
20210703,5호선,오금,1991,1893
20210703,5호선,개롱,3986,4124
20210703,5호선,거여,4916,4768
20210703,5호선,마천,4137,4224
20210703,5호선,강일,2072,1958
20210703,5호선,미사,9866,9846
20210703,5호선,하남풍산,2494,2565
20210703,5호선,하남시청(덕풍·신장),4024,3918
20210703,5호선,하남검단산,4066,4221
20210703,6호선,응암,11203,11262
20210703,6호선,역촌,2512,2909
20210703,6호선,불광,3895,3237
20210703,6호선,독바위,1870,2204
20210703,6호선,연신내,1,0
20210703,6호선,구산,4619,3803
20210703,6호선,새절(신사),7862,7773
20210703,6호선,증산(명지대앞),6639,6656
20210703,6호선,디지털미디어시티,6273,6572
20210703,6호선,월드컵경기장(성산),3665,3738
20210703,6호선,마포구청,8460,7790
20210703,6호선,망원,11428,12033
20210703,6호선,합정,10557,9500
20210703,6호선,상수,6631,7558
20210703,6호선,광흥창(서강),4989,4512
20210703,6호선,대흥(서강대앞),5034,5046
20210703,6호선,공덕,8869,8630
20210703,6호선,효창공원앞,4154,3790
20210703,6호선,삼각지,4535,3573
20210703,6호선,녹사평(용산구청),3932,4161
20210703,6호선,이태원,9275,9872
20210703,6호선,한강진,6847,7852
20210703,6호선,버티고개,1249,1344
20210703,6호선,약수,2404,2258
20210703,6호선,청구,2304,2238
20210703,6호선,신당,5923,4547
20210703,6호선,동묘앞,6557,6261
20210703,6호선,창신,2029,1727
20210703,6호선,보문,4644,4278
20210703,6호선,안암(고대병원앞),5535,5302
20210703,6호선,고려대(종암),4680,4365
20210703,6호선,월곡(동덕여대),6743,6694
20210703,6호선,상월곡(한국과학기술연구원),3722,3313
20210703,6호선,돌곶이,5495,5096
20210703,6호선,석계,8017,8098
20210703,6호선,태릉입구,3762,3875
20210703,6호선,화랑대(서울여대입구),6076,5106
20210703,6호선,봉화산(서울의료원),4831,4755
20210703,7호선,장암,1423,1041
20210703,7호선,도봉산,5616,7911
20210703,7호선,수락산,9429,9304
20210703,7호선,마들,7907,7722
20210703,7호선,노원,14647,14847
20210703,7호선,중계,8319,7594
20210703,7호선,하계,10776,10406
20210703,7호선,공릉(서울과학기술대),7706,7623
20210703,7호선,태릉입구,5986,5506
20210703,7호선,먹골,7118,6964
20210703,7호선,중화,7088,6812
20210703,7호선,상봉(시외버스터미널),11860,11165
20210703,7호선,면목,10180,10059
20210703,7호선,사가정,11232,10886
20210703,7호선,용마산(용마폭포공원),3874,3997
20210703,7호선,중곡,5933,5721
20210703,7호선,군자(능동),9724,7620
20210703,7호선,어린이대공원(세종대),7962,7625
20210703,7호선,건대입구,9694,9620
20210703,7호선,뚝섬유원지,5182,5178
20210703,7호선,청담,10671,11682
20210703,7호선,강남구청,8996,10080
20210703,7호선,학동,9588,10112
20210703,7호선,논현,10096,11224
20210703,7호선,반포,4020,3767
20210703,7호선,고속터미널,13134,10206
20210703,7호선,내방,7036,6980
20210703,7호선,이수,10858,10295
20210703,7호선,남성,7032,6714
20210703,7호선,숭실대입구(살피재),7043,7014
20210703,7호선,상도,6741,6405
20210703,7호선,장승배기,6172,5994
20210703,7호선,신대방삼거리,10339,9679
20210703,7호선,보라매,5942,5136
20210703,7호선,신풍,7460,7413
20210703,7호선,대림(구로구청),6477,6936
20210703,7호선,남구로,8015,8730
20210703,7호선,가산디지털단지,13406,12116
20210703,7호선,철산,13649,14114
20210703,7호선,광명사거리,15437,15468
20210703,7호선,천왕,6040,5723
20210703,7호선,온수(성공회대입구),5059,5012
20210703,7호선,까치울,4880,4919
20210703,7호선,부천종합운동장,2914,2563
20210703,7호선,춘의,4602,4511
20210703,7호선,신중동,8963,8907
20210703,7호선,부천시청,9219,8950
20210703,7호선,상동,9543,9555
20210703,7호선,삼산체육관,3158,3091
20210703,7호선,굴포천,6294,6564
20210703,7호선,부평구청,4488,4000
20210703,8호선,암사,11198,10740
20210703,8호선,천호(풍납토성),10686,12537
20210703,8호선,강동구청,5578,5774
20210703,8호선,몽촌토성(평화의문),3706,3691
20210703,8호선,잠실(송파구청),12519,13681
20210703,8호선,석촌,5321,6450
20210703,8호선,송파,4567,4841
20210703,8호선,가락시장,5082,5078
20210703,8호선,문정,7793,7979
20210703,8호선,장지,11242,10192
20210703,8호선,복정,6563,5496
20210703,8호선,산성,4064,4177
20210703,8호선,남한산성입구(성남법원.검찰청),8299,7457
20210703,8호선,단대오거리,6850,6507
20210703,8호선,신흥,3443,3634
20210703,8호선,수진,3818,3535
20210703,8호선,모란,3428,2902
20210703,9호선,개화,1405,1127
20210703,9호선,김포공항,8208,11990
20210703,9호선,공항시장,2077,2238
20210703,9호선,신방화,4261,4224
20210703,9호선,마곡나루(서울식물원),7270,6666
20210703,9호선,양천향교,5273,5191
20210703,9호선,가양,12477,12048
20210703,9호선,증미,3877,3928
20210703,9호선,등촌,6674,6870
20210703,9호선,염창,10377,9654
20210703,9호선,신목동,2171,1872
20210703,9호선,선유도,3599,3532
20210703,9호선,당산,12378,11136
20210703,9호선,국회의사당,4583,4836
20210703,9호선,여의도,12483,10585
20210703,9호선,샛강,2842,2685
20210703,9호선,노량진,19143,18674
20210703,9호선,노들,2821,2554
20210703,9호선,흑석(중앙대입구),5044,5113
20210703,9호선,동작(현충원),1294,1089
20210703,9호선,구반포,1895,2039
20210703,9호선,신반포,2083,2170
20210703,9호선,고속터미널,10833,15908
20210703,9호선,사평,2138,2024
20210703,9호선,신논현,23908,23609
20210703,9호선2~3단계,언주,5962,5937
20210703,9호선2~3단계,선정릉,4724,5437
20210703,9호선2~3단계,삼성중앙,2981,3064
20210703,9호선2~3단계,봉은사,12877,13542
20210703,9호선2~3단계,종합운동장,3279,2813
20210703,9호선2~3단계,삼전,4620,4388
20210703,9호선2~3단계,석촌고분,3814,3849
20210703,9호선2~3단계,석촌,5643,4748
20210703,9호선2~3단계,송파나루,3968,4284
20210703,9호선2~3단계,한성백제,1681,1543
20210703,9호선2~3단계,올림픽공원(한국체대),8847,8652
20210703,9호선2~3단계,둔촌오륜,557,602
20210703,9호선2~3단계,중앙보훈병원,4075,3786
20210703,경강선,판교,2776,2539
20210703,경강선,이매,752,537
20210703,경강선,삼동,1338,1219
20210703,경강선,경기광주,4473,4342
20210703,경강선,초월,1909,1778
20210703,경강선,곤지암,1632,1723
20210703,경강선,신둔도예촌,910,944
20210703,경강선,이천,2231,2263
20210703,경강선,부발,1612,1404
20210703,경강선,세종대왕릉,256,280
20210703,경강선,여주,1862,2089
20210703,경부선,서울역,5229,1477
20210703,경부선,남영,5160,5333
20210703,경부선,용산,31056,31827
20210703,경부선,노량진,7323,6628
20210703,경부선,대방,7570,7559
20210703,경부선,영등포,38445,37530
20210703,경부선,신도림,2499,2757
20210703,경부선,신길,6363,4899
20210703,경부선,구로,12244,12516
20210703,경부선,가산디지털단지,5386,7407
20210703,경부선,금천구청,7461,7541
20210703,경부선,석수,6243,5889
20210703,경부선,관악,5227,4988
20210703,경부선,안양,15997,16094
20210703,경부선,명학,4399,4224
20210703,경부선,금정,16446,16474
20210703,경부선,군포,3892,3567
20210703,경부선,의왕,5117,5049
20210703,경부선,성균관대,9054,9090
20210703,경부선,화서,4601,4509
20210703,경부선,수원,33601,35621
20210703,경부선,독산,7707,7743
20210703,경부선,세류,2257,2258
20210703,경부선,병점,10646,10512
20210703,경부선,세마,1914,1771
20210703,경부선,오산대,2450,2225
20210703,경부선,오산,8468,8074
20210703,경부선,진위,944,899
20210703,경부선,송탄,4117,3666
20210703,경부선,서정리,5083,4471
20210703,경부선,평택지제,2482,2333
20210703,경부선,평택,11423,11335
20210703,경부선,성환,2431,2279
20210703,경부선,직산,558,549
20210703,경부선,두정,5116,5439
20210703,경부선,천안,5489,6066
20210703,경부선,당정,3604,3462
20210703,경부선,서동탄,918,978
20210703,경부선,광명,2278,2092
20210703,경원선,이촌(국립중앙박물관),2748,2101
20210703,경원선,서빙고,1157,1128
20210703,경원선,한남,2511,2445
20210703,경원선,옥수,46,39
20210703,경원선,응봉,1155,1017
20210703,경원선,왕십리(성동구청),10935,12689
20210703,경원선,청량리(서울시립대입구),14466,16028
20210703,경원선,외대앞,5327,5186
20210703,경원선,신이문,5553,5239
20210703,경원선,석계,6009,6350
20210703,경원선,광운대,5140,4988
20210703,경원선,월계,3973,3840
20210703,경원선,녹천,3130,2727
20210703,경원선,방학,6586,6526
20210703,경원선,도봉,4003,3857
20210703,경원선,도봉산,7650,5164
20210703,경원선,망월사,5073,5263
20210703,경원선,회룡,8546,8462
20210703,경원선,의정부,15350,15858
20210703,경원선,가능,4582,4487
20210703,경원선,녹양,3124,3068
20210703,경원선,양주,5329,5130
20210703,경원선,덕계,2060,1896
20210703,경원선,덕정,3673,3430
20210703,경원선,지행,4750,4705
20210703,경원선,동두천중앙,2296,2315
20210703,경원선,보산,1285,1337
20210703,경원선,동두천,1381,1740
20210703,경원선,소요산,3148,2848
20210703,경의선,서울역,1007,787
20210703,경의선,신촌,305,348
20210703,경의선,효창공원앞,1523,1785
20210703,경의선,공덕,2358,1841
20210703,경의선,서강대,1418,1441
20210703,경의선,홍대입구,1248,1556
20210703,경의선,가좌,3423,3409
20210703,경의선,디지털미디어시티,1762,1655
20210703,경의선,수색,1330,1286
20210703,경의선,화전,894,868
20210703,경의선,강매,1766,1697
20210703,경의선,행신,4660,4702
20210703,경의선,능곡,2533,2453
20210703,경의선,곡산,400,422
20210703,경의선,백마,3924,3767
20210703,경의선,풍산,3800,3748
20210703,경의선,일산,5996,6016
20210703,경의선,탄현,4897,4723
20210703,경의선,야당,4769,4712
20210703,경의선,운정,4328,4180
20210703,경의선,금릉,3256,3048
20210703,경의선,금촌,4713,4606
20210703,경의선,월롱,1132,1070
20210703,경의선,파주,761,612
20210703,경의선,문산,3873,3778
20210703,경의선,임진강,63,46
20210703,경인선,개봉,14543,14812
20210703,경인선,오류동,8107,7739
20210703,경인선,역곡,17806,17509
20210703,경인선,부천,25558,26253
20210703,경인선,송내,16145,16401
20210703,경인선,부평,26955,28777
20210703,경인선,백운,4857,4907
20210703,경인선,동암,10985,11307
20210703,경인선,주안,13698,11977
20210703,경인선,제물포,6339,6240
20210703,경인선,동인천,9908,9788
20210703,경인선,인천,3101,2530
20210703,경인선,구일,3819,3626
20210703,경인선,소사,6681,6838
20210703,경인선,부개,5661,5513
20210703,경인선,간석,3905,3912
20210703,경인선,도원,1814,1893
20210703,경인선,온수(성공회대입구),4432,4190
20210703,경인선,중동,5756,5623
20210703,경인선,도화,2835,2661
20210703,경춘선,신내,1003,966
20210703,경춘선,갈매,1754,1507
20210703,경춘선,별내,2022,2018
20210703,경춘선,퇴계원,2450,2304
20210703,경춘선,사릉,2090,2097
20210703,경춘선,금곡,1038,1023
20210703,경춘선,평내호평,3999,3944
20210703,경춘선,천마산,1257,1226
20210703,경춘선,마석,3103,3086
20210703,경춘선,대성리,570,594
20210703,경춘선,청평,1614,1752
20210703,경춘선,상천,311,281
20210703,경춘선,가평,2052,2621
20210703,경춘선,굴봉산,169,191
20210703,경춘선,백양리,106,104
20210703,경춘선,강촌,529,630
20210703,경춘선,김유정,404,494
20210703,경춘선,남춘천,2123,2214
20210703,경춘선,춘천,1472,1323
20210703,공항철도 1호선,서울역,6113,6343
20210703,공항철도 1호선,공덕,1275,1924
20210703,공항철도 1호선,홍대입구,8291,8404
20210703,공항철도 1호선,디지털미디어시티,4727,4514
20210703,공항철도 1호선,마곡나루(서울식물원),2413,2620
20210703,공항철도 1호선,김포공항,10725,5686
20210703,공항철도 1호선,계양,5720,5224
20210703,공항철도 1호선,검암,3967,3867
20210703,공항철도 1호선,청라국제도시,3471,3434
20210703,공항철도 1호선,운서,4908,4946
20210703,공항철도 1호선,공항화물청사,1204,1266
20210703,공항철도 1호선,인천공항1터미널,2748,2946
20210703,공항철도 1호선,인천공항2터미널,1579,1595
20210703,공항철도 1호선,영종,2497,2552
20210703,과천선,선바위,4741,4027
20210703,과천선,경마공원,1020,1010
20210703,과천선,대공원,3430,3563
20210703,과천선,과천,3904,3764
20210703,과천선,정부과천청사,5147,5188
20210703,과천선,인덕원,13637,12490
20210703,과천선,평촌,8289,8259
20210703,과천선,범계,18017,17589
20210703,분당선,선릉,4943,7773
20210703,분당선,한티,9999,9833
20210703,분당선,도곡,4461,4065
20210703,분당선,구룡,1463,1335
20210703,분당선,개포동,2459,2395
20210703,분당선,대모산입구,2097,1885
20210703,분당선,수서,9399,9968
20210703,분당선,수원,6403,5347
20210703,분당선,서울숲,6035,6134
20210703,분당선,압구정로데오,17327,18557
20210703,분당선,강남구청,5026,6067
20210703,분당선,선정릉,3689,3691
20210703,분당선,가천대,4266,4859
20210703,분당선,태평,9857,9446
20210703,분당선,모란,14592,14573
20210703,분당선,야탑,15657,16365
20210703,분당선,서현,16858,17165
20210703,분당선,수내,7854,7678
20210703,분당선,정자,9808,10112
20210703,분당선,미금,10008,10275
20210703,분당선,오리,6956,5726
20210703,분당선,이매,3722,3712
20210703,분당선,보정,1491,1366
20210703,분당선,죽전,9249,10568
20210703,분당선,구성,2890,3080
20210703,분당선,신갈,2638,2590
20210703,분당선,기흥,6204,6008
20210703,분당선,상갈,3479,3478
20210703,분당선,청명,2520,2462
20210703,분당선,영통,5601,5755
20210703,분당선,망포,8395,7740
20210703,분당선,매탄권선,2993,2844
20210703,분당선,수원시청,10123,10940
20210703,분당선,매교,1819,1829
20210703,수인선,고색,2007,1840
20210703,수인선,오목천,1790,1494
20210703,수인선,어천,596,533
20210703,수인선,야목,167,148
20210703,수인선,사리,2813,2496
20210703,수인선,달월,51,50
20210703,수인선,월곶,1798,1772
20210703,수인선,소래포구,4231,4262
20210703,수인선,인천논현,3778,3956
20210703,수인선,호구포,2279,2169
20210703,수인선,남동인더스파크,900,843
20210703,수인선,원인재,3154,3358
20210703,수인선,연수,3171,3210
20210703,수인선,송도,1686,1636
20210703,수인선,인하대,3594,3361
20210703,수인선,숭의,2370,2163
20210703,수인선,신포,1058,1119
20210703,수인선,인천,949,1478
20210703,안산선,산본,10770,11516
20210703,안산선,대야미,3485,3134
20210703,안산선,반월,3034,2809
20210703,안산선,상록수,10557,10792
20210703,안산선,한대앞,6153,6109
20210703,안산선,중앙,13621,14116
20210703,안산선,고잔,5579,5553
20210703,안산선,초지,2778,2773
20210703,안산선,안산,8321,8983
20210703,안산선,신길온천,1202,1139
20210703,안산선,정왕,5366,5670
20210703,안산선,오이도,6484,6530
20210703,안산선,수리산,2534,2247
20210703,우이신설선,북한산우이,2718,2827
20210703,우이신설선,솔밭공원,1684,1606
20210703,우이신설선,4.19민주묘지,1972,1903
20210703,우이신설선,가오리,2682,2556
20210703,우이신설선,화계,2271,2165
20210703,우이신설선,삼양,1388,1424
20210703,우이신설선,삼양사거리,1724,1753
20210703,우이신설선,솔샘,3318,3007
20210703,우이신설선,북한산보국문,4107,3839
20210703,우이신설선,정릉,3129,2736
20210703,우이신설선,성신여대입구(돈암),2467,2757
20210703,우이신설선,보문,1091,1153
20210703,우이신설선,신설동,1169,1195
20210703,일산선,원흥,6376,6048
20210703,일산선,삼송,12059,11884
20210703,일산선,원당,7319,7113
20210703,일산선,화정,11432,11807
20210703,일산선,대곡,1321,1102
20210703,일산선,백석,6773,6985
20210703,일산선,마두,4551,4579
20210703,일산선,정발산,5657,5586
20210703,일산선,주엽,5881,5763
20210703,일산선,대화,7899,7375
20210703,장항선,봉명,660,597
20210703,장항선,쌍용(나사렛대),1292,1145
20210703,장항선,아산,2300,2283
20210703,장항선,배방,802,777
20210703,장항선,온양온천,2890,3016
20210703,장항선,신창(순천향대),859,852
20210703,중앙선,회기,17045,16360
20210703,중앙선,중랑,4090,4037
20210703,중앙선,상봉(시외버스터미널),4665,4556
20210703,중앙선,망우,5635,5569
20210703,중앙선,양원,1013,1039
20210703,중앙선,구리,9566,9714
20210703,중앙선,도농,6000,5854
20210703,중앙선,양정,616,560
20210703,중앙선,덕소,4135,4180
20210703,중앙선,도심,1488,1374
20210703,중앙선,팔당,1233,1290
20210703,중앙선,운길산,1100,1003
